state,county,maskdays,days,maskcoverage
WI,Chippewa County,242,493,0.49
WI,Clark County,242,493,0.49
WI,Columbia County,242,493,0.49
WI,Crawford County,242,493,0.49
WI,Dane County,242,493,0.49
WI,Dodge County,242,493,0.49
WI,Door County,242,493,0.49
WI,Douglas County,242,493,0.49
WI,Dunn County,242,493,0.49
WI,Eau Claire County,242,493,0.49
WI,Florence County,242,493,0.49
WI,Fond du Lac County,242,493,0.49
WI,Forest County,242,493,0.49
WI,Grant County,242,493,0.49
WI,Green County,242,493,0.49
WI,Green Lake County,242,493,0.49
WI,Iowa County,242,493,0.49
WI,Iron County,242,493,0.49
WI,Jackson County,242,493,0.49
WI,Jefferson County,242,493,0.49
WI,Juneau County,242,493,0.49
WI,Kenosha County,242,493,0.49
WI,Kewaunee County,242,493,0.49
WI,La Crosse County,242,493,0.49
WI,Lafayette County,242,493,0.49
WI,Langlade County,242,493,0.49
WI,Lincoln County,242,493,0.49
WI,Manitowoc County,242,493,0.49
WI,Marathon County,242,493,0.49
WI,Marinette County,242,493,0.49
WI,Marquette County,242,493,0.49
WI,Menominee County,242,493,0.49
WI,Milwaukee County,242,493,0.49
WI,Monroe County,242,493,0.49
WI,Oconto County,242,493,0.49
WI,Oneida County,242,493,0.49
WI,Outagamie County,242,493,0.49
WI,Ozaukee County,242,493,0.49
WI,Pepin County,242,493,0.49
WI,Pierce County,242,493,0.49
WI,Polk County,242,493,0.49
WI,Portage County,242,493,0.49
WI,Price County,242,493,0.49
WI,Racine County,242,493,0.49
WI,Richland County,242,493,0.49
WI,Rock County,242,493,0.49
WI,Rusk County,242,493,0.49
WI,St. Croix County,242,493,0.49
WI,Sauk County,242,493,0.49
WI,Sawyer County,242,493,0.49
WI,Shawano County,242,493,0.49
WI,Sheboygan County,242,493,0.49
WI,Taylor County,242,493,0.49
WI,Trempealeau County,242,493,0.49
WI,Vernon County,242,493,0.49
WI,Vilas County,242,493,0.49
WI,Walworth County,242,493,0.49
WI,Washburn County,242,493,0.49
WI,Washington County,242,493,0.49
WI,Waukesha County,242,493,0.49
WI,Waupaca County,242,493,0.49
WI,Waushara County,242,493,0.49
WI,Winnebago County,242,493,0.49
WI,Wood County,242,493,0.49
WY,Albany County,66,493,0.13
WY,Big Horn County,66,493,0.13
WY,Campbell County,66,493,0.13
WY,Carbon County,66,493,0.13
WY,Converse County,66,493,0.13
WY,Crook County,66,493,0.13
WY,Fremont County,66,493,0.13
WY,Goshen County,66,493,0.13
WY,Hot Springs County,66,493,0.13
WY,Johnson County,66,493,0.13
WY,Laramie County,66,493,0.13
WY,Lincoln County,66,493,0.13
WY,Natrona County,66,493,0.13
WY,Niobrara County,66,493,0.13
WY,Park County,66,493,0.13
WY,Platte County,66,493,0.13
WY,Sheridan County,66,493,0.13
WY,Sublette County,66,493,0.13
WY,Sweetwater County,66,493,0.13
WY,Teton County,66,493,0.13
WY,Uinta County,66,493,0.13
WY,Washakie County,66,493,0.13
WY,Weston County,66,493,0.13
AS,Eastern District,18,493,0.04
AS,Manu'a District,18,493,0.04
AS,Rose Island,18,493,0.04
AS,Swains Island,18,493,0.04
AS,Western District,18,493,0.04
GU,Guam,466,493,0.95
MP,Northern Islands Municipality,0,493,0
MP,Rota Municipality,0,493,0
MP,Saipan Municipality,0,493,0
MP,Tinian Municipality,0,493,0
PR,Adjuntas Municipio,490,493,0.99
PR,Comerío Municipio,490,493,0.99
PR,Aguada Municipio,490,493,0.99
PR,Aguadilla Municipio,490,493,0.99
PR,Aguas Buenas Municipio,490,493,0.99
PR,Luquillo Municipio,490,493,0.99
PR,Aibonito Municipio,490,493,0.99
PR,Añasco Municipio,490,493,0.99
PR,Arecibo Municipio,490,493,0.99
PR,Salinas Municipio,490,493,0.99
PR,Arroyo Municipio,490,493,0.99
VI,St. Thomas Island,469,493,0.95
PR,Barceloneta Municipio,490,493,0.99
PR,Barranquitas Municipio,490,493,0.99
PR,Bayamón Municipio,490,493,0.99
PR,Cabo Rojo Municipio,490,493,0.99
PR,Caguas Municipio,490,493,0.99
PR,Camuy Municipio,490,493,0.99
PR,Canóvanas Municipio,490,493,0.99
PR,Carolina Municipio,490,493,0.99
PR,Cataño Municipio,490,493,0.99
PR,Cayey Municipio,490,493,0.99
PR,Ceiba Municipio,490,493,0.99
PR,Ciales Municipio,490,493,0.99
PR,Cidra Municipio,490,493,0.99
PR,Coamo Municipio,490,493,0.99
PR,Corozal Municipio,490,493,0.99
PR,Culebra Municipio,490,493,0.99
PR,Dorado Municipio,490,493,0.99
PR,Fajardo Municipio,490,493,0.99
PR,Florida Municipio,490,493,0.99
PR,Guánica Municipio,490,493,0.99
PR,Guayama Municipio,490,493,0.99
PR,Guayanilla Municipio,490,493,0.99
PR,Guaynabo Municipio,490,493,0.99
PR,Gurabo Municipio,490,493,0.99
PR,Hatillo Municipio,490,493,0.99
PR,Hormigueros Municipio,490,493,0.99
PR,Humacao Municipio,490,493,0.99
PR,Isabela Municipio,490,493,0.99
PR,Jayuya Municipio,490,493,0.99
PR,Juana Díaz Municipio,490,493,0.99
PR,Juncos Municipio,490,493,0.99
PR,Lajas Municipio,490,493,0.99
PR,Lares Municipio,490,493,0.99
PR,Las Marías Municipio,490,493,0.99
PR,Las Piedras Municipio,490,493,0.99
PR,Loíza Municipio,490,493,0.99
PR,Manatí Municipio,490,493,0.99
PR,Maricao Municipio,490,493,0.99
PR,Maunabo Municipio,490,493,0.99
PR,Mayagüez Municipio,490,493,0.99
PR,Moca Municipio,490,493,0.99
PR,Morovis Municipio,490,493,0.99
PR,Naguabo Municipio,490,493,0.99
PR,Naranjito Municipio,490,493,0.99
PR,Orocovis Municipio,490,493,0.99
PR,Patillas Municipio,490,493,0.99
PR,Peñuelas Municipio,490,493,0.99
PR,Ponce Municipio,490,493,0.99
PR,Quebradillas Municipio,490,493,0.99
PR,Rincón Municipio,490,493,0.99
PR,Río Grande Municipio,490,493,0.99
PR,Sabana Grande Municipio,490,493,0.99
PR,San Germán Municipio,490,493,0.99
PR,San Juan Municipio,490,493,0.99
PR,San Lorenzo Municipio,490,493,0.99
PR,San Sebastián Municipio,490,493,0.99
PR,Santa Isabel Municipio,490,493,0.99
PR,Toa Alta Municipio,490,493,0.99
PR,Toa Baja Municipio,490,493,0.99
PR,Trujillo Alto Municipio,490,493,0.99
PR,Utuado Municipio,490,493,0.99
PR,Vega Alta Municipio,490,493,0.99
PR,Vega Baja Municipio,490,493,0.99
PR,Vieques Municipio,490,493,0.99
PR,Villalba Municipio,490,493,0.99
PR,Yabucoa Municipio,490,493,0.99
PR,Yauco Municipio,490,493,0.99
VI,St. Croix Island,469,493,0.95
VI,St. John Island,469,493,0.95
